ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes
231,311,24,73,2025-01-23,2025-01-23 06:00:00,2025-01-23 14:00:00,58.88,0.72,8,Quality hold pending inspection.
232,415,30,7,2023-09-21,2023-09-21 14:00:00,2023-09-21 22:00:00,24.16,0.06,11,Quality hold pending inspection.
233,412,3,50,2025-01-06,2025-01-06 06:00:00,2025-01-06 14:00:00,40.79,1.1,5,
234,480,15,1,2025-06-27,2025-06-27 06:00:00,2025-06-27 14:00:00,77.77,1.99,17,Minor tooling adjustment required.
235,70,11,32,2024-03-27,2024-03-27 22:00:00,2024-03-28 06:00:00,89.14,0.29,16,Unscheduled machine downtime.
236,364,32,34,2024-11-30,2024-11-30 06:00:00,2024-11-30 14:00:00,81.34,1.8,65,Unscheduled machine downtime.
237,107,22,52,2023-07-23,2023-07-23 22:00:00,2023-07-24 06:00:00,29.15,0.28,18,
238,405,20,13,2024-02-10,2024-02-10 14:00:00,2024-02-10 22:00:00,42.25,0.7,7,
239,42,33,22,2025-08-29,2025-08-29 06:00:00,2025-08-29 14:00:00,146.88,3.1,17,Material shortage caused brief stoppage.
240,161,12,22,2025-07-28,2025-07-28 14:00:00,2025-07-28 22:00:00,15.53,0.34,102,Minor tooling adjustment required.
241,468,10,36,2025-07-02,2025-07-02 14:00:00,2025-07-02 22:00:00,102.58,2.57,11,Material shortage caused brief stoppage.
242,112,4,77,2023-01-14,2023-01-14 22:00:00,2023-01-15 06:00:00,102.71,0.55,19,Operator changeover mid-shift.
243,358,13,75,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,128.4,1.9,16,
244,3,23,4,2023-04-30,2023-04-30 06:00:00,2023-04-30 14:00:00,120.66,3.16,17,Quality hold pending inspection.
245,36,34,10,2025-11-15,2025-11-15 06:00:00,2025-11-15 14:00:00,85.81,0.53,108,Operator changeover mid-shift.
246,388,13,44,2024-11-27,2024-11-27 14:00:00,2024-11-27 22:00:00,89.8,1.95,14,Unscheduled machine downtime.
247,375,13,20,2024-12-22,2024-12-22 14:00:00,2024-12-22 22:00:00,133.84,3.17,4,
248,366,15,48,2025-09-03,2025-09-03 22:00:00,2025-09-04 06:00:00,98.09,0.07,0,Minor tooling adjustment required.
249,140,22,2,2023-02-16,2023-02-16 14:00:00,2023-02-16 22:00:00,30.7,0.85,13,
250,164,35,2,2023-01-19,2023-01-19 06:00:00,2023-01-19 14:00:00,45.44,0.57,16,
251,373,34,53,2023-06-14,2023-06-14 14:00:00,2023-06-14 22:00:00,56.71,0.12,13,
252,488,30,76,2023-04-04,2023-04-04 14:00:00,2023-04-04 22:00:00,48.77,1.08,17,Minor tooling adjustment required.
253,464,18,52,2025-09-15,2025-09-15 06:00:00,2025-09-15 14:00:00,147.47,26.4,92,Operator changeover mid-shift.
254,353,34,76,2025-02-16,2025-02-16 06:00:00,2025-02-16 14:00:00,13.25,0.1,18,Operator changeover mid-shift.
255,103,27,66,2024-08-30,2024-08-30 22:00:00,2024-08-31 06:00:00,135.93,3.98,11,
256,53,25,73,2024-07-11,2024-07-11 14:00:00,2024-07-11 22:00:00,34.13,0.12,98,Minor tooling adjustment required.
257,426,20,58,2025-07-27,2025-07-27 14:00:00,2025-07-27 22:00:00,12.41,0.29,9,Operator changeover mid-shift.
258,144,19,80,2023-02-19,2023-02-19 06:00:00,2023-02-19 14:00:00,126.58,1.35,10,Material shortage caused brief stoppage.
259,158,12,70,2024-11-20,2024-11-20 22:00:00,2024-11-21 06:00:00,135.85,2.26,160,
260,460,10,44,2023-08-08,2023-08-08 06:00:00,2023-08-08 14:00:00,131.36,3.05,17,Unscheduled machine downtime.
261,43,26,77,2024-09-01,2024-09-01 14:00:00,2024-09-01 22:00:00,74.5,1.95,13,
262,248,29,21,2024-04-10,2024-04-10 06:00:00,2024-04-10 14:00:00,127.68,3.18,2,Quality hold pending inspection.
263,442,28,79,2023-04-07,2023-04-07 06:00:00,2023-04-07 14:00:00,119.07,21.81,13,
264,286,11,17,2023-07-22,2023-07-22 06:00:00,2023-07-22 14:00:00,107.82,0.62,181,Operator changeover mid-shift.
265,118,4,15,2025-02-09,2025-02-09 14:00:00,2025-02-09 22:00:00,7.98,1.13,7,
266,141,1,27,2023-12-09,2023-12-09 14:00:00,2023-12-09 22:00:00,16.13,0.35,3,Material shortage caused brief stoppage.
267,461,27,1,2024-05-28,2024-05-28 14:00:00,2024-05-28 22:00:00,84.09,1.74,156,Quality hold pending inspection.
268,59,31,62,2025-04-14,2025-04-14 14:00:00,2025-04-14 22:00:00,27.92,0.58,0,Minor tooling adjustment required.
269,267,17,60,2025-08-04,2025-08-04 06:00:00,2025-08-04 14:00:00,111.63,1.97,16,
270,140,3,70,2023-03-15,2023-03-15 06:00:00,2023-03-15 14:00:00,116.74,0.88,17,Operator changeover mid-shift.
271,411,32,68,2024-01-14,2024-01-14 14:00:00,2024-01-14 22:00:00,60.05,1.15,97,Operator changeover mid-shift.
272,97,18,32,2025-03-19,2025-03-19 22:00:00,2025-03-20 06:00:00,142.53,3.63,12,
273,360,9,50,2025-01-23,2025-01-23 06:00:00,2025-01-23 14:00:00,93.62,0.33,17,Material shortage caused brief stoppage.
274,61,21,33,2023-03-23,2023-03-23 22:00:00,2023-03-24 06:00:00,87.34,0.65,6,Minor tooling adjustment required.
275,63,23,6,2025-05-17,2025-05-17 06:00:00,2025-05-17 14:00:00,76.77,2.27,37,
276,464,9,48,2025-08-28,2025-08-28 14:00:00,2025-08-28 22:00:00,83.67,0.03,13,Minor tooling adjustment required.
277,89,1,67,2024-02-17,2024-02-17 14:00:00,2024-02-17 22:00:00,82.53,1.79,229,Material shortage caused brief stoppage.
278,325,32,38,2023-12-01,2023-12-01 22:00:00,2023-12-02 06:00:00,78.47,1.96,1,Minor tooling adjustment required.
279,272,27,18,2025-10-15,2025-10-15 06:00:00,2025-10-15 14:00:00,74.54,2.02,5,Minor tooling adjustment required.
280,434,9,66,2025-11-26,2025-11-26 14:00:00,2025-11-26 22:00:00,46.14,0.99,19,Quality hold pending inspection.
281,142,9,73,2023-09-08,2023-09-08 06:00:00,2023-09-08 14:00:00,7.3,0.1,7,
282,486,10,62,2025-08-07,2025-08-07 06:00:00,2025-08-07 14:00:00,99.05,2.96,7,Operator changeover mid-shift.
283,439,12,16,2025-05-01,2025-05-01 06:00:00,2025-05-01 14:00:00,98.78,2.35,154,
284,475,33,5,2024-09-09,2024-09-09 14:00:00,2024-09-09 22:00:00,51.29,1.36,14,Operator changeover mid-shift.
285,133,33,48,2024-12-19,2024-12-19 22:00:00,2024-12-20 06:00:00,99.42,2.16,16,Unscheduled machine downtime.
286,380,33,55,2024-11-04,2024-11-04 22:00:00,2024-11-05 06:00:00,16.15,0.12,4,Operator changeover mid-shift.
287,360,34,4,2025-01-19,2025-01-19 06:00:00,2025-01-19 14:00:00,109.36,1.12,12,Unscheduled machine downtime.
288,261,29,51,2024-04-04,2024-04-04 06:00:00,2024-04-04 14:00:00,17.5,1.51,18,
289,403,13,41,2023-04-21,2023-04-21 14:00:00,2023-04-21 22:00:00,81.23,1.55,198,
290,255,7,71,2024-06-15,2024-06-15 22:00:00,2024-06-16 06:00:00,104.23,2.86,220,Unscheduled machine downtime.
291,455,30,47,2025-09-06,2025-09-06 14:00:00,2025-09-06 22:00:00,41.88,0.28,15,Minor tooling adjustment required.
292,112,17,6,2023-01-12,2023-01-12 22:00:00,2023-01-13 06:00:00,74.25,1.64,0,Unscheduled machine downtime.
293,469,16,25,2025-10-13,2025-10-13 22:00:00,2025-10-14 06:00:00,109.32,0.89,111,
294,331,16,26,2025-02-05,2025-02-05 22:00:00,2025-02-06 06:00:00,70.03,0.78,15,Unscheduled machine downtime.
295,447,34,38,2025-07-21,2025-07-21 22:00:00,2025-07-22 06:00:00,108.18,2.27,11,Material shortage caused brief stoppage.
296,125,2,21,2023-06-19,2023-06-19 22:00:00,2023-06-20 06:00:00,132.37,14.25,12,Unscheduled machine downtime.
297,462,6,23,2024-02-23,2024-02-23 22:00:00,2024-02-24 06:00:00,68.86,0.91,8,Quality hold pending inspection.
298,500,25,33,2023-11-01,2023-11-01 14:00:00,2023-11-01 22:00:00,92.66,1.01,13,Material shortage caused brief stoppage.
299,283,27,62,2025-03-14,2025-03-14 22:00:00,2025-03-15 06:00:00,117.43,2.33,11,Operator changeover mid-shift.
300,264,33,46,2023-05-31,2023-05-31 14:00:00,2023-05-31 22:00:00,56.64,1.03,6,Unscheduled machine downtime.
301,57,7,14,2024-04-05,2024-04-05 06:00:00,2024-04-05 14:00:00,78.49,2.11,0,Minor tooling adjustment required.
302,216,32,2,2023-02-21,2023-02-21 06:00:00,2023-02-21 14:00:00,140.37,19.11,8,Unscheduled machine downtime.
303,173,22,14,2025-05-27,2025-05-27 14:00:00,2025-05-27 22:00:00,109.95,1.56,5,Unscheduled machine downtime.
304,140,12,29,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,45.29,0.76,17,Operator changeover mid-shift.
305,39,2,78,2025-08-08,2025-08-08 14:00:00,2025-08-08 22:00:00,36.7,0.78,1,Material shortage caused brief stoppage.
306,64,11,20,2023-12-28,2023-12-28 22:00:00,2023-12-29 06:00:00,68.54,1.42,17,Unscheduled machine downtime.
307,396,3,11,2024-06-25,2024-06-25 14:00:00,2024-06-25 22:00:00,69.29,1.29,7,
308,500,2,45,2023-10-16,2023-10-16 06:00:00,2023-10-16 14:00:00,100.18,2.93,17,
309,340,11,70,2023-06-26,2023-06-26 14:00:00,2023-06-26 22:00:00,130.67,3.76,8,
310,215,33,5,2024-06-30,2024-06-30 14:00:00,2024-06-30 22:00:00,22.03,1.83,15,
311,18,15,43,2023-06-24,2023-06-24 14:00:00,2023-06-24 22:00:00,23.5,0.21,17,Unscheduled machine downtime.
312,52,26,25,2024-05-03,2024-05-03 06:00:00,2024-05-03 14:00:00,116.95,0.4,13,Material shortage caused brief stoppage.
313,363,27,48,2025-07-03,2025-07-03 14:00:00,2025-07-03 22:00:00,148.73,0.24,18,
314,149,9,41,2024-04-11,2024-04-11 22:00:00,2024-04-12 06:00:00,103.97,2.94,50,Material shortage caused brief stoppage.
315,183,10,7,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,114.26,3.3,131,Unscheduled machine downtime.
316,23,25,3,2024-07-12,2024-07-12 06:00:00,2024-07-12 14:00:00,14.53,0.28,1,
317,72,28,61,2024-10-30,2024-10-30 14:00:00,2024-10-30 22:00:00,52.41,0.51,4,Quality hold pending inspection.
318,450,8,75,2024-02-22,2024-02-22 22:00:00,2024-02-23 06:00:00,121.29,2.04,13,
319,25,26,32,2025-05-14,2025-05-14 14:00:00,2025-05-14 22:00:00,94.22,2.42,0,Quality hold pending inspection.
320,229,29,80,2023-07-10,2023-07-10 14:00:00,2023-07-10 22:00:00,90.88,0.04,190,Material shortage caused brief stoppage.
321,371,13,50,2023-12-16,2023-12-16 22:00:00,2023-12-17 06:00:00,134.91,2.97,16,Operator changeover mid-shift.
322,228,26,22,2024-02-10,2024-02-10 06:00:00,2024-02-10 14:00:00,109.65,1.8,203,Unscheduled machine downtime.
323,104,15,72,2025-05-14,2025-05-14 06:00:00,2025-05-14 14:00:00,93.52,0.28,17,Operator changeover mid-shift.
324,86,6,69,2024-07-18,2024-07-18 22:00:00,2024-07-19 06:00:00,147.08,3.09,6,Quality hold pending inspection.
325,327,30,44,2025-07-16,2025-07-16 22:00:00,2025-07-17 06:00:00,8.86,0.11,1,Minor tooling adjustment required.
326,321,31,46,2025-04-26,2025-04-26 06:00:00,2025-04-26 14:00:00,128.92,2.73,14,
327,111,34,49,2024-09-05,2024-09-05 14:00:00,2024-09-05 22:00:00,47.91,1.14,8,
328,442,14,68,2023-04-02,2023-04-02 06:00:00,2023-04-02 14:00:00,34.98,0.41,5,Material shortage caused brief stoppage.
329,244,22,39,2023-02-28,2023-02-28 22:00:00,2023-03-01 06:00:00,148.89,0.67,17,
330,228,16,79,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,23.39,0.5,72,Minor tooling adjustment required.
331,141,14,53,2023-12-05,2023-12-05 06:00:00,2023-12-05 14:00:00,36.86,1.07,4,Material shortage caused brief stoppage.
332,422,35,42,2023-07-08,2023-07-08 06:00:00,2023-07-08 14:00:00,80.24,10.93,7,
333,193,10,1,2024-12-11,2024-12-11 14:00:00,2024-12-11 22:00:00,83.2,0.81,14,Operator changeover mid-shift.
334,490,30,40,2023-12-07,2023-12-07 14:00:00,2023-12-07 22:00:00,73.5,11.84,105,
335,365,2,29,2024-12-09,2024-12-09 22:00:00,2024-12-10 06:00:00,13.89,2.04,12,Quality hold pending inspection.
336,162,27,1,2024-12-02,2024-12-02 22:00:00,2024-12-03 06:00:00,6.77,0.04,17,Unscheduled machine downtime.
337,187,18,62,2025-04-30,2025-04-30 06:00:00,2025-04-30 14:00:00,89.41,0.18,3,Quality hold pending inspection.
338,343,15,62,2025-11-29,2025-11-29 06:00:00,2025-11-29 14:00:00,61.51,0.05,2,
339,285,24,63,2023-09-18,2023-09-18 06:00:00,2023-09-18 14:00:00,6.29,0.18,10,Operator changeover mid-shift.
340,427,28,33,2024-10-12,2024-10-12 14:00:00,2024-10-12 22:00:00,53.76,5.19,146,
341,320,4,80,2025-05-23,2025-05-23 06:00:00,2025-05-23 14:00:00,27.07,0.63,12,Unscheduled machine downtime.
342,146,29,33,2025-02-26,2025-02-26 14:00:00,2025-02-26 22:00:00,138.74,0.9,18,
343,217,19,36,2024-06-18,2024-06-18 14:00:00,2024-06-18 22:00:00,106.22,0.26,16,Operator changeover mid-shift.
344,61,7,56,2023-04-10,2023-04-10 14:00:00,2023-04-10 22:00:00,16.37,0.32,11,
345,9,19,27,2025-08-22,2025-08-22 14:00:00,2025-08-22 22:00:00,8.87,0.02,10,Unscheduled machine downtime.
346,378,7,1,2024-04-03,2024-04-03 14:00:00,2024-04-03 22:00:00,83.71,1.36,15,
347,214,3,58,2023-08-25,2023-08-25 14:00:00,2023-08-25 22:00:00,86.99,2.2,19,Operator changeover mid-shift.
348,13,17,47,2023-06-26,2023-06-26 22:00:00,2023-06-27 06:00:00,83.82,0.64,17,Minor tooling adjustment required.
349,10,30,25,2024-08-18,2024-08-18 22:00:00,2024-08-19 06:00:00,36.52,0.42,13,Material shortage caused brief stoppage.
350,45,18,20,2024-02-04,2024-02-04 14:00:00,2024-02-04 22:00:00,93.13,2.16,5,
351,73,13,8,2025-09-29,2025-09-29 06:00:00,2025-09-29 14:00:00,70.15,0.91,12,Material shortage caused brief stoppage.
352,124,4,16,2023-07-15,2023-07-15 22:00:00,2023-07-16 06:00:00,53.78,1.01,187,
353,277,23,25,2023-10-02,2023-10-02 22:00:00,2023-10-03 06:00:00,61.28,0.48,79,Quality hold pending inspection.
354,499,27,3,2023-11-26,2023-11-26 06:00:00,2023-11-26 14:00:00,149.84,1.95,12,
355,476,29,35,2025-03-05,2025-03-05 14:00:00,2025-03-05 22:00:00,49.13,0.12,103,Unscheduled machine downtime.
356,351,5,67,2025-08-27,2025-08-27 14:00:00,2025-08-27 22:00:00,103.4,0.59,125,Material shortage caused brief stoppage.
357,67,10,38,2025-05-16,2025-05-16 14:00:00,2025-05-16 22:00:00,109.71,7.79,4,Quality hold pending inspection.
358,258,2,21,2024-09-27,2024-09-27 22:00:00,2024-09-28 06:00:00,147.57,2.34,10,
359,179,23,41,2025-10-21,2025-10-21 14:00:00,2025-10-21 22:00:00,33.75,0.72,3,
360,80,35,37,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.3,0.14,8,
361,120,7,45,2023-08-09,2023-08-09 14:00:00,2023-08-09 22:00:00,140.19,0.34,12,Quality hold pending inspection.
362,398,22,39,2025-09-01,2025-09-01 06:00:00,2025-09-01 14:00:00,49.28,0.47,18,Operator changeover mid-shift.
363,235,1,37,2023-09-15,2023-09-15 22:00:00,2023-09-16 06:00:00,148.83,2.75,79,Material shortage caused brief stoppage.
364,55,3,57,2024-09-02,2024-09-02 22:00:00,2024-09-03 06:00:00,56.14,0.28,125,
365,425,33,26,2023-06-03,2023-06-03 06:00:00,2023-06-03 14:00:00,129.17,3.78,17,Unscheduled machine downtime.
366,35,24,38,2025-10-29,2025-10-29 06:00:00,2025-10-29 14:00:00,122.59,0.91,13,Quality hold pending inspection.
367,205,35,71,2023-12-04,2023-12-04 14:00:00,2023-12-04 22:00:00,35.42,3.23,6,Unscheduled machine downtime.
368,455,30,53,2025-08-23,2025-08-23 22:00:00,2025-08-24 06:00:00,43.13,0.26,17,
369,1,15,37,2024-07-07,2024-07-07 22:00:00,2024-07-08 06:00:00,144.81,2.79,5,Operator changeover mid-shift.
370,479,2,24,2025-06-23,2025-06-23 14:00:00,2025-06-23 22:00:00,14.83,2.12,2,
371,362,8,62,2024-12-29,2024-12-29 14:00:00,2024-12-29 22:00:00,147.26,2.79,19,Material shortage caused brief stoppage.
372,103,20,11,2024-08-27,2024-08-27 14:00:00,2024-08-27 22:00:00,16.34,2.08,1,Quality hold pending inspection.
373,82,24,47,2025-11-20,2025-11-20 06:00:00,2025-11-20 14:00:00,9.69,0.09,16,
374,150,22,3,2023-04-06,2023-04-06 22:00:00,2023-04-07 06:00:00,127.12,1.29,4,
375,278,1,79,2023-10-17,2023-10-17 22:00:00,2023-10-18 06:00:00,11.24,0.21,14,
376,6,11,49,2023-09-27,2023-09-27 06:00:00,2023-09-27 14:00:00,141.43,2.03,12,Minor tooling adjustment required.
377,446,3,2,2023-12-12,2023-12-12 22:00:00,2023-12-13 06:00:00,133.01,0.03,168,
378,309,15,73,2023-06-25,2023-06-25 14:00:00,2023-06-25 22:00:00,127.59,0.49,10,Material shortage caused brief stoppage.
379,288,20,1,2023-06-24,2023-06-24 06:00:00,2023-06-24 14:00:00,28.64,0.75,19,Minor tooling adjustment required.
380,308,1,58,2023-05-23,2023-05-23 22:00:00,2023-05-24 06:00:00,93.81,2.58,5,Quality hold pending inspection.
381,428,35,60,2025-12-04,2025-12-04 06:00:00,2025-12-04 14:00:00,141.52,2.46,19,
382,416,4,25,2023-11-28,2023-11-28 14:00:00,2023-11-28 22:00:00,96.74,1.68,2,Material shortage caused brief stoppage.
383,161,35,65,2025-07-21,2025-07-21 14:00:00,2025-07-21 22:00:00,126.42,3.4,0,
384,341,17,52,2024-01-08,2024-01-08 14:00:00,2024-01-08 22:00:00,123.6,0.61,3,Material shortage caused brief stoppage.
385,322,31,38,2023-01-30,2023-01-30 06:00:00,2023-01-30 14:00:00,54.0,2.84,3,
386,77,33,29,2023-10-11,2023-10-11 14:00:00,2023-10-11 22:00:00,138.39,4.12,17,
387,159,7,36,2024-10-15,2024-10-15 06:00:00,2024-10-15 14:00:00,107.41,0.97,151,Unscheduled machine downtime.
388,105,16,22,2023-03-22,2023-03-22 06:00:00,2023-03-22 14:00:00,118.71,2.22,149,
389,111,5,76,2024-09-19,2024-09-19 06:00:00,2024-09-19 14:00:00,135.96,2.68,119,Minor tooling adjustment required.
390,282,33,21,2025-11-28,2025-11-28 22:00:00,2025-11-29 06:00:00,139.75,1.49,0,
391,204,16,44,2025-11-18,2025-11-18 06:00:00,2025-11-18 14:00:00,33.87,0.02,0,Operator changeover mid-shift.
392,52,13,53,2024-04-02,2024-04-02 14:00:00,2024-04-02 22:00:00,34.1,4.62,18,
393,145,25,18,2023-07-22,2023-07-22 14:00:00,2023-07-22 22:00:00,124.31,1.53,30,Quality hold pending inspection.
394,286,23,44,2023-07-24,2023-07-24 06:00:00,2023-07-24 14:00:00,140.52,1.01,6,Minor tooling adjustment required.
395,493,17,38,2024-01-28,2024-01-28 22:00:00,2024-01-29 06:00:00,29.27,0.19,8,Material shortage caused brief stoppage.
396,362,3,39,2025-01-03,2025-01-03 22:00:00,2025-01-04 06:00:00,142.46,2.79,76,Minor tooling adjustment required.
397,172,32,13,2024-05-27,2024-05-27 14:00:00,2024-05-27 22:00:00,143.07,3.9,11,Operator changeover mid-shift.
398,284,7,61,2025-05-29,2025-05-29 06:00:00,2025-05-29 14:00:00,36.1,0.13,11,Quality hold pending inspection.
399,45,28,77,2024-01-30,2024-01-30 22:00:00,2024-01-31 06:00:00,31.47,0.51,14,Operator changeover mid-shift.
400,188,24,4,2023-04-15,2023-04-15 14:00:00,2023-04-15 22:00:00,144.53,0.93,16,
401,75,20,11,2023-01-09,2023-01-09 14:00:00,2023-01-09 22:00:00,71.99,1.26,16,Material shortage caused brief stoppage.
402,391,8,33,2025-05-12,2025-05-12 14:00:00,2025-05-12 22:00:00,19.22,0.5,13,
403,42,21,40,2025-08-27,2025-08-27 06:00:00,2025-08-27 14:00:00,94.84,18.65,78,Minor tooling adjustment required.
404,170,13,57,2025-03-13,2025-03-13 06:00:00,2025-03-13 14:00:00,58.2,0.87,14,
405,260,32,75,2023-12-03,2023-12-03 14:00:00,2023-12-03 22:00:00,109.91,1.18,13,
406,404,4,70,2025-04-18,2025-04-18 06:00:00,2025-04-18 14:00:00,29.62,0.23,15,
407,226,33,42,2025-05-15,2025-05-15 14:00:00,2025-05-15 22:00:00,95.21,0.93,17,
408,348,10,16,2025-08-17,2025-08-17 22:00:00,2025-08-18 06:00:00,63.24,4.27,15,Quality hold pending inspection.
409,223,28,8,2024-12-24,2024-12-24 22:00:00,2024-12-25 06:00:00,112.66,14.08,10,Minor tooling adjustment required.
410,497,17,63,2023-06-02,2023-06-02 06:00:00,2023-06-02 14:00:00,42.65,0.13,0,Operator changeover mid-shift.
411,77,6,51,2023-10-12,2023-10-12 14:00:00,2023-10-12 22:00:00,146.29,0.05,16,
412,170,5,69,2025-03-12,2025-03-12 06:00:00,2025-03-12 14:00:00,54.49,9.0,18,Operator changeover mid-shift.
413,12,21,5,2024-06-13,2024-06-13 06:00:00,2024-06-13 14:00:00,11.56,0.11,19,
414,490,26,9,2023-12-05,2023-12-05 22:00:00,2023-12-06 06:00:00,114.65,2.28,18,
415,358,2,60,2025-12-05,2025-12-05 14:00:00,2025-12-05 22:00:00,147.05,2.73,10,Operator changeover mid-shift.
416,232,30,3,2023-09-23,2023-09-23 14:00:00,2023-09-23 22:00:00,76.86,0.05,138,
417,260,31,39,2023-11-28,2023-11-28 06:00:00,2023-11-28 14:00:00,44.85,1.32,6,Operator changeover mid-shift.
418,405,9,45,2024-02-12,2024-02-12 06:00:00,2024-02-12 14:00:00,33.26,0.96,11,
419,329,28,22,2023-07-06,2023-07-06 14:00:00,2023-07-06 22:00:00,80.57,4.65,152,
420,289,16,70,2024-07-16,2024-07-16 22:00:00,2024-07-17 06:00:00,14.36,0.32,42,Minor tooling adjustment required.
421,381,15,2,2023-01-30,2023-01-30 22:00:00,2023-01-31 06:00:00,30.56,0.88,142,
422,202,29,8,2025-04-22,2025-04-22 14:00:00,2025-04-22 22:00:00,29.23,2.15,133,Quality hold pending inspection.
423,34,24,62,2025-11-11,2025-11-11 06:00:00,2025-11-11 14:00:00,83.01,1.47,17,Unscheduled machine downtime.
424,62,17,38,2023-11-13,2023-11-13 06:00:00,2023-11-13 14:00:00,77.05,0.35,15,
425,448,35,59,2024-04-05,2024-04-05 06:00:00,2024-04-05 14:00:00,86.53,1.37,9,Unscheduled machine downtime.
426,434,13,15,2025-11-21,2025-11-21 14:00:00,2025-11-21 22:00:00,118.47,3.01,19,
427,393,25,50,2024-08-28,2024-08-28 14:00:00,2024-08-28 22:00:00,29.56,0.67,1,
428,473,6,17,2023-03-29,2023-03-29 14:00:00,2023-03-29 22:00:00,70.37,0.35,11,Operator changeover mid-shift.
429,39,33,47,2025-07-29,2025-07-29 06:00:00,2025-07-29 14:00:00,34.95,0.36,18,Operator changeover mid-shift.
430,309,15,76,2023-07-06,2023-07-06 06:00:00,2023-07-06 14:00:00,76.15,0.07,34,Minor tooling adjustment required.
431,153,4,32,2024-02-18,2024-02-18 06:00:00,2024-02-18 14:00:00,45.71,0.67,144,Minor tooling adjustment required.
432,160,13,15,2025-09-20,2025-09-20 06:00:00,2025-09-20 14:00:00,31.08,0.27,16,Quality hold pending inspection.
433,159,6,56,2024-10-09,2024-10-09 06:00:00,2024-10-09 14:00:00,81.42,0.83,60,Unscheduled machine downtime.
434,499,6,47,2023-12-04,2023-12-04 06:00:00,2023-12-04 14:00:00,63.71,1.68,19,Quality hold pending inspection.
435,398,6,26,2025-10-04,2025-10-04 22:00:00,2025-10-05 06:00:00,97.35,0.16,11,Operator changeover mid-shift.
436,427,34,77,2024-10-05,2024-10-05 22:00:00,2024-10-06 06:00:00,33.45,0.31,10,Unscheduled machine downtime.
437,127,10,70,2023-11-29,2023-11-29 14:00:00,2023-11-29 22:00:00,69.5,1.3,17,
438,200,25,70,2023-07-03,2023-07-03 22:00:00,2023-07-04 06:00:00,66.85,0.46,19,
439,134,12,79,2025-04-14,2025-04-14 14:00:00,2025-04-14 22:00:00,82.52,1.59,3,Quality hold pending inspection.
440,54,21,66,2025-09-13,2025-09-13 06:00:00,2025-09-13 14:00:00,74.35,0.51,18,
441,168,14,36,2024-10-29,2024-10-29 14:00:00,2024-10-29 22:00:00,72.78,1.78,6,
442,48,11,13,2023-09-03,2023-09-03 06:00:00,2023-09-03 14:00:00,87.61,1.87,16,
443,276,7,34,2024-07-24,2024-07-24 06:00:00,2024-07-24 14:00:00,10.5,1.03,16,Unscheduled machine downtime.
444,160,3,41,2025-09-27,2025-09-27 14:00:00,2025-09-27 22:00:00,39.67,1.02,5,Material shortage caused brief stoppage.
445,468,6,20,2025-06-20,2025-06-20 06:00:00,2025-06-20 14:00:00,76.01,0.71,4,Unscheduled machine downtime.
446,302,19,25,2025-05-21,2025-05-21 22:00:00,2025-05-22 06:00:00,47.59,0.34,173,
447,467,14,79,2025-02-07,2025-02-07 14:00:00,2025-02-07 22:00:00,50.34,1.07,6,
448,90,33,15,2023-04-01,2023-04-01 14:00:00,2023-04-01 22:00:00,17.71,0.2,10,
449,170,18,7,2025-03-13,2025-03-13 06:00:00,2025-03-13 14:00:00,109.05,0.88,14,
