ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes,ProductionDurationHours,DowntimeFlag,MachineUtilizationRate,ScrapRate
181,10,20,40,2024-09-12,2024-09-12 14:00:00,2024-09-12 22:00:00,75.38,1.88,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0243
182,436,30,13,2023-02-26,2023-02-26 14:00:00,2023-02-26 22:00:00,80.83,9.28,15,Quality hold pending inspection.,8.0,0,0.9688,0.103
183,340,15,7,2023-07-04,2023-07-04 22:00:00,2023-07-05 06:00:00,88.1,1.15,14,None,8.0,0,0.9708,0.0129
184,71,18,74,2024-12-28,2024-12-28 06:00:00,2024-12-28 14:00:00,148.2,3.86,114,None,8.0,1,0.7625,0.0254
185,467,22,42,2025-02-05,2025-02-05 14:00:00,2025-02-05 22:00:00,138.4,3.94,9,None,8.0,0,0.9812,0.0277
186,244,11,80,2023-02-16,2023-02-16 22:00:00,2023-02-17 06:00:00,36.05,0.8,34,None,8.0,1,0.9292,0.0217
187,447,32,75,2025-08-16,2025-08-16 06:00:00,2025-08-16 14:00:00,76.19,0.16,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0021
188,138,1,9,2025-11-18,2025-11-18 06:00:00,2025-11-18 14:00:00,25.91,4.31,6,None,8.0,0,0.9875,0.1426
189,453,34,74,2025-07-02,2025-07-02 14:00:00,2025-07-02 22:00:00,71.48,1.47,4,Quality hold pending inspection.,8.0,0,0.9917,0.0202
190,243,28,33,2024-11-19,2024-11-19 06:00:00,2024-11-19 14:00:00,19.16,3.62,13,Operator changeover mid-shift.,8.0,0,0.9729,0.1589
191,156,10,15,2024-06-11,2024-06-11 22:00:00,2024-06-12 06:00:00,130.01,0.58,11,Operator changeover mid-shift.,8.0,0,0.9771,0.0044
192,299,34,78,2024-10-17,2024-10-17 22:00:00,2024-10-18 06:00:00,133.23,0.69,16,None,8.0,0,0.9667,0.0052
193,356,32,75,2024-02-19,2024-02-19 22:00:00,2024-02-20 06:00:00,51.84,6.83,18,Quality hold pending inspection.,8.0,0,0.9625,0.1164
194,492,19,65,2024-04-26,2024-04-26 06:00:00,2024-04-26 14:00:00,90.74,1.93,14,Unscheduled machine downtime.,8.0,0,0.9708,0.0208
195,318,24,61,2024-03-04,2024-03-04 06:00:00,2024-03-04 14:00:00,73.33,0.93,146,None,8.0,1,0.6958,0.0125
196,66,13,11,2024-07-15,2024-07-15 22:00:00,2024-07-16 06:00:00,32.7,0.57,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0171
197,65,26,5,2024-09-30,2024-09-30 22:00:00,2024-10-01 06:00:00,76.06,8.91,18,Unscheduled machine downtime.,8.0,0,0.9625,0.1049
198,353,19,71,2025-03-10,2025-03-10 22:00:00,2025-03-11 06:00:00,38.53,0.05,127,None,8.0,1,0.7354,0.0013
199,161,8,4,2025-07-26,2025-07-26 22:00:00,2025-07-27 06:00:00,83.79,1.25,8,None,8.0,0,0.9833,0.0147
200,40,20,59,2025-12-02,2025-12-02 14:00:00,2025-12-02 22:00:00,135.16,3.68,8,Unscheduled machine downtime.,8.0,0,0.9833,0.0265
201,33,32,31,2024-08-14,2024-08-14 14:00:00,2024-08-14 22:00:00,88.44,0.95,9,Quality hold pending inspection.,8.0,0,0.9812,0.0106
202,348,18,66,2025-08-16,2025-08-16 22:00:00,2025-08-17 06:00:00,58.48,0.26,1,None,8.0,0,0.9979,0.0044
203,361,15,22,2024-10-20,2024-10-20 06:00:00,2024-10-20 14:00:00,108.39,0.27,47,Quality hold pending inspection.,8.0,1,0.9021,0.0025
204,437,29,67,2024-09-11,2024-09-11 06:00:00,2024-09-11 14:00:00,15.38,0.46,6,Operator changeover mid-shift.,8.0,0,0.9875,0.029
205,366,16,20,2025-08-26,2025-08-26 22:00:00,2025-08-27 06:00:00,87.56,2.38,14,None,8.0,0,0.9708,0.0265
206,192,7,48,2025-10-12,2025-10-12 22:00:00,2025-10-13 06:00:00,88.39,0.31,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0035
207,232,10,24,2023-10-02,2023-10-02 06:00:00,2023-10-02 14:00:00,68.72,5.22,2,Minor tooling adjustment required.,8.0,0,0.9958,0.0706
208,360,6,59,2025-01-18,2025-01-18 06:00:00,2025-01-18 14:00:00,27.28,0.71,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0254
209,147,34,67,2023-11-04,2023-11-04 22:00:00,2023-11-05 06:00:00,87.53,2.44,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0271
210,86,6,18,2024-07-06,2024-07-06 22:00:00,2024-07-07 06:00:00,24.88,0.44,6,Material shortage caused brief stoppage.,8.0,0,0.9875,0.0174
211,77,13,80,2023-10-09,2023-10-09 22:00:00,2023-10-10 06:00:00,99.0,2.39,17,None,8.0,0,0.9646,0.0236
212,369,34,35,2023-07-14,2023-07-14 22:00:00,2023-07-15 06:00:00,14.44,0.32,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0217
213,208,10,57,2024-09-29,2024-09-29 14:00:00,2024-09-29 22:00:00,14.29,0.17,204,Unscheduled machine downtime.,8.0,1,0.575,0.0118
214,246,14,76,2023-01-15,2023-01-15 06:00:00,2023-01-15 14:00:00,83.74,0.72,16,Material shortage caused brief stoppage.,8.0,0,0.9667,0.0085
215,286,29,11,2023-07-21,2023-07-21 22:00:00,2023-07-22 06:00:00,74.14,0.51,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.0068
216,202,4,80,2025-04-21,2025-04-21 06:00:00,2025-04-21 14:00:00,77.39,0.12,18,None,8.0,0,0.9625,0.0015
217,63,3,15,2025-05-02,2025-05-02 14:00:00,2025-05-02 22:00:00,53.83,3.25,8,Minor tooling adjustment required.,8.0,0,0.9833,0.0569
218,424,1,25,2025-01-04,2025-01-04 14:00:00,2025-01-04 22:00:00,135.55,1.74,16,None,8.0,0,0.9667,0.0127
219,224,31,35,2024-04-08,2024-04-08 22:00:00,2024-04-09 06:00:00,12.0,0.16,17,Minor tooling adjustment required.,8.0,0,0.9646,0.0132
220,134,8,47,2025-03-30,2025-03-30 22:00:00,2025-03-31 06:00:00,102.79,5.67,5,Quality hold pending inspection.,8.0,0,0.9896,0.0523
221,334,24,11,2023-11-06,2023-11-06 22:00:00,2023-11-07 06:00:00,133.18,1.29,12,Unscheduled machine downtime.,8.0,0,0.975,0.0096
222,463,33,52,2023-05-10,2023-05-10 06:00:00,2023-05-10 14:00:00,90.87,12.62,0,Material shortage caused brief stoppage.,8.0,0,1.0,0.1219
223,474,9,12,2023-02-05,2023-02-05 22:00:00,2023-02-06 06:00:00,75.55,12.38,10,Material shortage caused brief stoppage.,8.0,0,0.9792,0.1408
224,60,27,32,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,32.51,0.05,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0015
225,46,2,71,2025-02-10,2025-02-10 22:00:00,2025-02-11 06:00:00,94.78,0.36,126,Unscheduled machine downtime.,8.0,1,0.7375,0.0038
226,155,15,8,2023-07-19,2023-07-19 22:00:00,2023-07-20 06:00:00,131.14,0.12,3,Minor tooling adjustment required.,8.0,0,0.9938,0.0009
227,74,24,42,2025-03-16,2025-03-16 06:00:00,2025-03-16 14:00:00,96.19,2.41,7,Unscheduled machine downtime.,8.0,0,0.9854,0.0244
228,303,13,77,2023-12-17,2023-12-17 14:00:00,2023-12-17 22:00:00,24.79,0.54,7,Quality hold pending inspection.,8.0,0,0.9854,0.0213
229,93,21,53,2023-11-10,2023-11-10 22:00:00,2023-11-11 06:00:00,49.5,1.47,18,None,8.0,0,0.9625,0.0288
230,2,19,18,2025-05-23,2025-05-23 22:00:00,2025-05-24 06:00:00,103.09,8.94,13,None,8.0,0,0.9729,0.0798
231,311,24,73,2025-01-23,2025-01-23 06:00:00,2025-01-23 14:00:00,92.16,1.92,162,Quality hold pending inspection.,8.0,1,0.6625,0.0204
232,415,30,7,2023-09-21,2023-09-21 14:00:00,2023-09-21 22:00:00,20.86,0.51,9,Quality hold pending inspection.,8.0,0,0.9812,0.0239
233,412,3,50,2025-01-06,2025-01-06 06:00:00,2025-01-06 14:00:00,74.46,0.62,7,None,8.0,0,0.9854,0.0083
234,480,15,1,2025-06-27,2025-06-27 06:00:00,2025-06-27 14:00:00,102.47,1.2,51,Minor tooling adjustment required.,8.0,1,0.8938,0.0116
235,70,11,32,2024-03-27,2024-03-27 22:00:00,2024-03-28 06:00:00,43.86,2.93,8,Unscheduled machine downtime.,8.0,0,0.9833,0.0626
236,364,32,34,2024-11-30,2024-11-30 06:00:00,2024-11-30 14:00:00,128.42,14.26,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0999
237,107,22,52,2023-07-23,2023-07-23 22:00:00,2023-07-24 06:00:00,70.53,1.82,141,None,8.0,1,0.7062,0.0252
238,405,20,13,2024-02-10,2024-02-10 14:00:00,2024-02-10 22:00:00,76.65,2.03,4,None,8.0,0,0.9917,0.0258
239,42,33,22,2025-08-29,2025-08-29 06:00:00,2025-08-29 14:00:00,97.79,2.89,0,Material shortage caused brief stoppage.,8.0,0,1.0,0.0287
240,161,12,22,2025-07-28,2025-07-28 14:00:00,2025-07-28 22:00:00,87.9,0.73,13,Minor tooling adjustment required.,8.0,0,0.9729,0.0082
241,468,10,36,2025-07-02,2025-07-02 14:00:00,2025-07-02 22:00:00,56.65,1.14,10,Material shortage caused brief stoppage.,8.0,0,0.9792,0.0197
242,112,4,77,2023-01-14,2023-01-14 22:00:00,2023-01-15 06:00:00,79.57,1.44,18,Operator changeover mid-shift.,8.0,0,0.9625,0.0178
243,358,13,75,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,125.82,0.27,91,None,8.0,1,0.8104,0.0021
244,3,23,4,2023-04-30,2023-04-30 06:00:00,2023-04-30 14:00:00,89.84,0.22,15,Quality hold pending inspection.,8.0,0,0.9688,0.0024
245,36,34,10,2025-11-15,2025-11-15 06:00:00,2025-11-15 14:00:00,53.28,1.06,18,Operator changeover mid-shift.,8.0,0,0.9625,0.0195
246,388,13,44,2024-11-27,2024-11-27 14:00:00,2024-11-27 22:00:00,32.94,0.55,12,Unscheduled machine downtime.,8.0,0,0.975,0.0164
247,375,13,20,2024-12-22,2024-12-22 14:00:00,2024-12-22 22:00:00,17.13,0.48,7,None,8.0,0,0.9854,0.0273
248,366,15,48,2025-09-03,2025-09-03 22:00:00,2025-09-04 06:00:00,79.21,1.81,0,Minor tooling adjustment required.,8.0,0,1.0,0.0223
249,140,22,2,2023-02-16,2023-02-16 14:00:00,2023-02-16 22:00:00,60.64,1.06,16,None,8.0,0,0.9667,0.0172
250,164,35,2,2023-01-19,2023-01-19 06:00:00,2023-01-19 14:00:00,107.06,3.04,7,None,8.0,0,0.9854,0.0276
251,373,34,53,2023-06-14,2023-06-14 14:00:00,2023-06-14 22:00:00,114.04,0.26,99,None,8.0,1,0.7938,0.0023
252,488,30,76,2023-04-04,2023-04-04 14:00:00,2023-04-04 22:00:00,99.15,16.59,3,Minor tooling adjustment required.,8.0,0,0.9938,0.1433
253,464,18,52,2025-09-15,2025-09-15 06:00:00,2025-09-15 14:00:00,90.1,1.32,4,Operator changeover mid-shift.,8.0,0,0.9917,0.0144
254,353,34,76,2025-02-16,2025-02-16 06:00:00,2025-02-16 14:00:00,82.11,12.25,2,Operator changeover mid-shift.,8.0,0,0.9958,0.1298
255,103,27,66,2024-08-30,2024-08-30 22:00:00,2024-08-31 06:00:00,37.67,0.02,13,None,8.0,0,0.9729,0.0005
256,53,25,73,2024-07-11,2024-07-11 14:00:00,2024-07-11 22:00:00,27.59,3.18,86,Minor tooling adjustment required.,8.0,1,0.8208,0.1033
257,426,20,58,2025-07-27,2025-07-27 14:00:00,2025-07-27 22:00:00,5.91,0.45,11,Operator changeover mid-shift.,8.0,0,0.9771,0.0708
258,144,19,80,2023-02-19,2023-02-19 06:00:00,2023-02-19 14:00:00,132.49,0.33,4,Material shortage caused brief stoppage.,8.0,0,0.9917,0.0025
259,158,12,70,2024-11-20,2024-11-20 22:00:00,2024-11-21 06:00:00,103.69,2.82,13,None,8.0,0,0.9729,0.0265
260,460,10,44,2023-08-08,2023-08-08 06:00:00,2023-08-08 14:00:00,32.44,0.23,181,Unscheduled machine downtime.,8.0,1,0.6229,0.007
261,43,26,77,2024-09-01,2024-09-01 14:00:00,2024-09-01 22:00:00,65.8,1.26,0,None,8.0,0,1.0,0.0188
262,248,29,21,2024-04-10,2024-04-10 06:00:00,2024-04-10 14:00:00,40.88,1.1,79,Quality hold pending inspection.,8.0,1,0.8354,0.0262
263,442,28,79,2023-04-07,2023-04-07 06:00:00,2023-04-07 14:00:00,133.53,2.58,17,None,8.0,0,0.9646,0.019
264,286,11,17,2023-07-22,2023-07-22 06:00:00,2023-07-22 14:00:00,17.14,0.5,1,Operator changeover mid-shift.,8.0,0,0.9979,0.0283
265,118,4,15,2025-02-09,2025-02-09 14:00:00,2025-02-09 22:00:00,41.65,0.46,18,None,8.0,0,0.9625,0.0109
266,141,1,27,2023-12-09,2023-12-09 14:00:00,2023-12-09 22:00:00,39.8,0.24,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.006
267,461,27,1,2024-05-28,2024-05-28 14:00:00,2024-05-28 22:00:00,16.08,0.17,7,Quality hold pending inspection.,8.0,0,0.9854,0.0105
268,59,31,62,2025-04-14,2025-04-14 14:00:00,2025-04-14 22:00:00,143.83,3.27,4,Minor tooling adjustment required.,8.0,0,0.9917,0.0222
269,267,17,60,2025-08-04,2025-08-04 06:00:00,2025-08-04 14:00:00,135.32,2.1,4,None,8.0,0,0.9917,0.0153
270,140,3,70,2023-03-15,2023-03-15 06:00:00,2023-03-15 14:00:00,54.45,0.81,2,Operator changeover mid-shift.,8.0,0,0.9958,0.0147
271,411,32,68,2024-01-14,2024-01-14 14:00:00,2024-01-14 22:00:00,31.09,0.49,10,Operator changeover mid-shift.,8.0,0,0.9792,0.0155
272,97,18,32,2025-03-19,2025-03-19 22:00:00,2025-03-20 06:00:00,125.52,3.22,6,None,8.0,0,0.9875,0.025
273,360,9,50,2025-01-23,2025-01-23 06:00:00,2025-01-23 14:00:00,120.66,14.55,6,Material shortage caused brief stoppage.,8.0,0,0.9875,0.1076
274,61,21,33,2023-03-23,2023-03-23 22:00:00,2023-03-24 06:00:00,66.69,1.06,13,Minor tooling adjustment required.,8.0,0,0.9729,0.0156
275,63,23,6,2025-05-17,2025-05-17 06:00:00,2025-05-17 14:00:00,110.12,6.66,189,None,8.0,1,0.6062,0.057
276,464,9,48,2025-08-28,2025-08-28 14:00:00,2025-08-28 22:00:00,36.98,0.59,4,Minor tooling adjustment required.,8.0,0,0.9917,0.0157
277,89,1,67,2024-02-17,2024-02-17 14:00:00,2024-02-17 22:00:00,38.08,0.41,5,Material shortage caused brief stoppage.,8.0,0,0.9896,0.0107
278,325,32,38,2023-12-01,2023-12-01 22:00:00,2023-12-02 06:00:00,52.46,0.69,0,Minor tooling adjustment required.,8.0,0,1.0,0.013
279,272,27,18,2025-10-15,2025-10-15 06:00:00,2025-10-15 14:00:00,27.86,2.23,46,Minor tooling adjustment required.,8.0,1,0.9042,0.0741
280,434,9,66,2025-11-26,2025-11-26 14:00:00,2025-11-26 22:00:00,87.79,2.24,222,Quality hold pending inspection.,8.0,1,0.5375,0.0249
281,142,9,73,2023-09-08,2023-09-08 06:00:00,2023-09-08 14:00:00,134.42,3.56,17,None,8.0,0,0.9646,0.0258
282,486,10,62,2025-08-07,2025-08-07 06:00:00,2025-08-07 14:00:00,62.57,0.29,3,Operator changeover mid-shift.,8.0,0,0.9938,0.0046
283,439,12,16,2025-05-01,2025-05-01 06:00:00,2025-05-01 14:00:00,60.93,0.36,0,None,8.0,0,1.0,0.0059
284,475,33,5,2024-09-09,2024-09-09 14:00:00,2024-09-09 22:00:00,132.86,3.54,5,Operator changeover mid-shift.,8.0,0,0.9896,0.026
285,133,33,48,2024-12-19,2024-12-19 22:00:00,2024-12-20 06:00:00,39.66,0.49,3,Unscheduled machine downtime.,8.0,0,0.9938,0.0122
286,380,33,55,2024-11-04,2024-11-04 22:00:00,2024-11-05 06:00:00,92.14,1.78,7,Operator changeover mid-shift.,8.0,0,0.9854,0.019
287,360,34,4,2025-01-19,2025-01-19 06:00:00,2025-01-19 14:00:00,47.49,0.09,16,Unscheduled machine downtime.,8.0,0,0.9667,0.0019
288,261,29,51,2024-04-04,2024-04-04 06:00:00,2024-04-04 14:00:00,62.94,1.0,17,None,8.0,0,0.9646,0.0156
289,403,13,41,2023-04-21,2023-04-21 14:00:00,2023-04-21 22:00:00,111.23,16.38,16,None,8.0,0,0.9667,0.1284
290,255,7,71,2024-06-15,2024-06-15 22:00:00,2024-06-16 06:00:00,127.18,1.52,115,Unscheduled machine downtime.,8.0,1,0.7604,0.0118
291,455,30,47,2025-09-06,2025-09-06 14:00:00,2025-09-06 22:00:00,71.55,1.39,15,Minor tooling adjustment required.,8.0,0,0.9688,0.0191
292,112,17,6,2023-01-12,2023-01-12 22:00:00,2023-01-13 06:00:00,9.99,0.23,229,Unscheduled machine downtime.,8.0,1,0.5229,0.0225
293,469,16,25,2025-10-13,2025-10-13 22:00:00,2025-10-14 06:00:00,147.69,0.14,2,None,8.0,0,0.9958,0.0009
294,331,16,26,2025-02-05,2025-02-05 22:00:00,2025-02-06 06:00:00,25.82,0.33,5,Unscheduled machine downtime.,8.0,0,0.9896,0.0126
295,447,34,38,2025-07-21,2025-07-21 22:00:00,2025-07-22 06:00:00,11.06,0.16,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.0143
296,125,2,21,2023-06-19,2023-06-19 22:00:00,2023-06-20 06:00:00,119.58,0.46,2,Unscheduled machine downtime.,8.0,0,0.9958,0.0038
297,462,6,23,2024-02-23,2024-02-23 22:00:00,2024-02-24 06:00:00,14.55,0.02,17,Quality hold pending inspection.,8.0,0,0.9646,0.0014
298,500,25,33,2023-11-01,2023-11-01 14:00:00,2023-11-01 22:00:00,83.27,1.98,15,Material shortage caused brief stoppage.,8.0,0,0.9688,0.0232
299,283,27,62,2025-03-14,2025-03-14 22:00:00,2025-03-15 06:00:00,123.86,1.36,175,Operator changeover mid-shift.,8.0,1,0.6354,0.0109
300,264,33,46,2023-05-31,2023-05-31 14:00:00,2023-05-31 22:00:00,25.22,0.11,12,Unscheduled machine downtime.,8.0,0,0.975,0.0043
301,57,7,14,2024-04-05,2024-04-05 06:00:00,2024-04-05 14:00:00,27.56,0.23,6,Minor tooling adjustment required.,8.0,0,0.9875,0.0083
302,216,32,2,2023-02-21,2023-02-21 06:00:00,2023-02-21 14:00:00,138.29,3.97,120,Unscheduled machine downtime.,8.0,1,0.75,0.0279
303,173,22,14,2025-05-27,2025-05-27 14:00:00,2025-05-27 22:00:00,144.18,18.7,3,Unscheduled machine downtime.,8.0,0,0.9938,0.1148
304,140,12,29,2023-03-07,2023-03-07 14:00:00,2023-03-07 22:00:00,21.27,0.38,7,Operator changeover mid-shift.,8.0,0,0.9854,0.0176
305,39,2,78,2025-08-08,2025-08-08 14:00:00,2025-08-08 22:00:00,101.14,0.03,11,Material shortage caused brief stoppage.,8.0,0,0.9771,0.0003
306,64,11,20,2023-12-28,2023-12-28 22:00:00,2023-12-29 06:00:00,73.68,1.09,7,Unscheduled machine downtime.,8.0,0,0.9854,0.0146
307,396,3,11,2024-06-25,2024-06-25 14:00:00,2024-06-25 22:00:00,135.45,17.26,9,None,8.0,0,0.9812,0.113
308,500,2,45,2023-10-16,2023-10-16 06:00:00,2023-10-16 14:00:00,9.33,0.24,184,None,8.0,1,0.6167,0.0251
309,340,11,70,2023-06-26,2023-06-26 14:00:00,2023-06-26 22:00:00,30.39,0.05,15,None,8.0,0,0.9688,0.0016
310,215,33,5,2024-06-30,2024-06-30 14:00:00,2024-06-30 22:00:00,116.02,0.82,5,None,8.0,0,0.9896,0.007
311,18,15,43,2023-06-24,2023-06-24 14:00:00,2023-06-24 22:00:00,137.17,24.87,9,Unscheduled machine downtime.,8.0,0,0.9812,0.1535
312,52,26,25,2024-05-03,2024-05-03 06:00:00,2024-05-03 14:00:00,16.5,0.47,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.0277
313,363,27,48,2025-07-03,2025-07-03 14:00:00,2025-07-03 22:00:00,78.26,2.06,4,None,8.0,0,0.9917,0.0256
314,149,9,41,2024-04-11,2024-04-11 22:00:00,2024-04-12 06:00:00,25.69,0.18,52,Material shortage caused brief stoppage.,8.0,1,0.8917,0.007
315,183,10,7,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,98.81,1.04,42,Unscheduled machine downtime.,8.0,1,0.9125,0.0104
316,23,25,3,2024-07-12,2024-07-12 06:00:00,2024-07-12 14:00:00,126.21,1.72,206,None,8.0,1,0.5708,0.0134
317,72,28,61,2024-10-30,2024-10-30 14:00:00,2024-10-30 22:00:00,59.24,1.71,163,Quality hold pending inspection.,8.0,1,0.6604,0.0281
318,450,8,75,2024-02-22,2024-02-22 22:00:00,2024-02-23 06:00:00,111.35,2.76,15,None,8.0,0,0.9688,0.0242
319,25,26,32,2025-05-14,2025-05-14 14:00:00,2025-05-14 22:00:00,71.78,1.72,17,Quality hold pending inspection.,8.0,0,0.9646,0.0234
320,229,29,80,2023-07-10,2023-07-10 14:00:00,2023-07-10 22:00:00,75.63,1.62,85,Material shortage caused brief stoppage.,8.0,1,0.8229,0.021
321,371,13,50,2023-12-16,2023-12-16 22:00:00,2023-12-17 06:00:00,129.95,2.18,7,Operator changeover mid-shift.,8.0,0,0.9854,0.0165
322,228,26,22,2024-02-10,2024-02-10 06:00:00,2024-02-10 14:00:00,95.83,0.28,57,Unscheduled machine downtime.,8.0,1,0.8812,0.0029
323,104,15,72,2025-05-14,2025-05-14 06:00:00,2025-05-14 14:00:00,92.2,1.84,204,Operator changeover mid-shift.,8.0,1,0.575,0.0196
324,86,6,69,2024-07-18,2024-07-18 22:00:00,2024-07-19 06:00:00,6.01,1.18,4,Quality hold pending inspection.,8.0,0,0.9917,0.1641
325,327,30,44,2025-07-16,2025-07-16 22:00:00,2025-07-17 06:00:00,17.22,0.3,17,Minor tooling adjustment required.,8.0,0,0.9646,0.0171
326,321,31,46,2025-04-26,2025-04-26 06:00:00,2025-04-26 14:00:00,89.68,0.25,41,None,8.0,1,0.9146,0.0028
327,111,34,49,2024-09-05,2024-09-05 14:00:00,2024-09-05 22:00:00,55.77,0.88,7,None,8.0,0,0.9854,0.0155
328,442,14,68,2023-04-02,2023-04-02 06:00:00,2023-04-02 14:00:00,83.45,1.75,11,Material shortage caused brief stoppage.,8.0,0,0.9771,0.0205
329,244,22,39,2023-02-28,2023-02-28 22:00:00,2023-03-01 06:00:00,66.94,0.23,231,None,8.0,1,0.5188,0.0034
330,228,16,79,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,111.33,0.16,16,Minor tooling adjustment required.,8.0,0,0.9667,0.0014
331,141,14,53,2023-12-05,2023-12-05 06:00:00,2023-12-05 14:00:00,63.16,1.44,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0223
332,422,35,42,2023-07-08,2023-07-08 06:00:00,2023-07-08 14:00:00,17.77,0.52,238,None,8.0,1,0.5042,0.0284
333,193,10,1,2024-12-11,2024-12-11 14:00:00,2024-12-11 22:00:00,114.94,0.03,1,Operator changeover mid-shift.,8.0,0,0.9979,0.0003
334,490,30,40,2023-12-07,2023-12-07 14:00:00,2023-12-07 22:00:00,42.31,0.07,168,None,8.0,1,0.65,0.0017
335,365,2,29,2024-12-09,2024-12-09 22:00:00,2024-12-10 06:00:00,46.14,1.28,4,Quality hold pending inspection.,8.0,0,0.9917,0.027
336,162,27,1,2024-12-02,2024-12-02 22:00:00,2024-12-03 06:00:00,93.05,2.48,6,Unscheduled machine downtime.,8.0,0,0.9875,0.026
337,187,18,62,2025-04-30,2025-04-30 06:00:00,2025-04-30 14:00:00,66.78,4.8,17,Quality hold pending inspection.,8.0,0,0.9646,0.0671
338,343,15,62,2025-11-29,2025-11-29 06:00:00,2025-11-29 14:00:00,81.62,0.08,194,None,8.0,1,0.5958,0.001
339,285,24,63,2023-09-18,2023-09-18 06:00:00,2023-09-18 14:00:00,148.78,3.01,6,Operator changeover mid-shift.,8.0,0,0.9875,0.0198
340,427,28,33,2024-10-12,2024-10-12 14:00:00,2024-10-12 22:00:00,109.27,2.72,6,None,8.0,0,0.9875,0.0243
341,320,4,80,2025-05-23,2025-05-23 06:00:00,2025-05-23 14:00:00,127.73,1.52,13,Unscheduled machine downtime.,8.0,0,0.9729,0.0118
342,146,29,33,2025-02-26,2025-02-26 14:00:00,2025-02-26 22:00:00,111.6,2.14,7,None,8.0,0,0.9854,0.0188
343,217,19,36,2024-06-18,2024-06-18 14:00:00,2024-06-18 22:00:00,23.6,0.41,5,Operator changeover mid-shift.,8.0,0,0.9896,0.0171
344,61,7,56,2023-04-10,2023-04-10 14:00:00,2023-04-10 22:00:00,122.36,0.32,69,None,8.0,1,0.8562,0.0026
345,9,19,27,2025-08-22,2025-08-22 14:00:00,2025-08-22 22:00:00,124.85,2.45,16,Unscheduled machine downtime.,8.0,0,0.9667,0.0192
346,378,7,1,2024-04-03,2024-04-03 14:00:00,2024-04-03 22:00:00,118.34,2.67,11,None,8.0,0,0.9771,0.0221
347,214,3,58,2023-08-25,2023-08-25 14:00:00,2023-08-25 22:00:00,148.57,1.83,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0122
348,13,17,47,2023-06-26,2023-06-26 22:00:00,2023-06-27 06:00:00,113.19,1.28,9,Minor tooling adjustment required.,8.0,0,0.9812,0.0112
349,10,30,25,2024-08-18,2024-08-18 22:00:00,2024-08-19 06:00:00,146.32,3.33,10,Material shortage caused brief stoppage.,8.0,0,0.9792,0.0223
350,45,18,20,2024-02-04,2024-02-04 14:00:00,2024-02-04 22:00:00,62.18,1.7,14,None,8.0,0,0.9708,0.0266
351,73,13,8,2025-09-29,2025-09-29 06:00:00,2025-09-29 14:00:00,64.22,1.19,78,Material shortage caused brief stoppage.,8.0,1,0.8375,0.0182
352,124,4,16,2023-07-15,2023-07-15 22:00:00,2023-07-16 06:00:00,64.6,0.86,14,None,8.0,0,0.9708,0.0131
353,277,23,25,2023-10-02,2023-10-02 22:00:00,2023-10-03 06:00:00,88.84,1.45,19,Quality hold pending inspection.,8.0,0,0.9604,0.0161
354,499,27,3,2023-11-26,2023-11-26 06:00:00,2023-11-26 14:00:00,21.44,0.48,2,None,8.0,0,0.9958,0.0219
355,476,29,35,2025-03-05,2025-03-05 14:00:00,2025-03-05 22:00:00,59.01,0.49,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0082
356,351,5,67,2025-08-27,2025-08-27 14:00:00,2025-08-27 22:00:00,128.5,1.63,17,Material shortage caused brief stoppage.,8.0,0,0.9646,0.0125
357,67,10,38,2025-05-16,2025-05-16 14:00:00,2025-05-16 22:00:00,147.72,0.49,18,Quality hold pending inspection.,8.0,0,0.9625,0.0033
358,258,2,21,2024-09-27,2024-09-27 22:00:00,2024-09-28 06:00:00,5.65,0.55,16,None,8.0,0,0.9667,0.0887
359,179,23,41,2025-10-21,2025-10-21 14:00:00,2025-10-21 22:00:00,30.28,0.73,4,None,8.0,0,0.9917,0.0235
360,80,35,37,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,34.26,0.5,4,None,8.0,0,0.9917,0.0144
361,120,7,45,2023-08-09,2023-08-09 14:00:00,2023-08-09 22:00:00,58.27,1.37,9,Quality hold pending inspection.,8.0,0,0.9812,0.023
